,text,category
94,klacht zoals weergegeven uitspraak accountantskamer welke weergave partijen wordt bestreden houdt volgende waarbij klager appellant gelezen a opgestelde rapport februari eenduidig interpreteerbaar geeft antwoord vraag waarde aandelen naam b rapport tijdig klaar betrokkenen goed gecommuniceerd tijdsverloop c betrokkenen gereageerd klager gestelde voorwaarde gesprek ex echtgenote advocaat alleen mocht plaatsvinden kosten daarvan rekening klager zouden komen d betrokkenen rekening gebrachte reiskosten opgenomen urenspecificatie e betrokkenen oktober verzoek gedaan aanvullende stukken waaronder jaarprognose leveren terwijl eerder onderdeel vormden opdracht f betrokkenen geweigerd vraag klager beantwoorden reden alleen antwoord geeft vragen beide partijen gesteld terwijl vraag advocaat ex echtgenote beantwoord g betrokkenen geven rapport duidelijk weer rekening courantverhouding tussen klager naam waarde aandelen naam elkaar verbonden geweigerd grijpen ex echtgenote advocaten aangaven gerechtigd geschatte rekening courantschuld datum echtscheiding berekeningen verdelen inboedel gebruiken h betrokkenen ondanks uitspraak rechtbank bepaalde peildatum augustus sprake duidelijk vastgelegde argumenten hiervoor vermelding positie rekening courant datum gerekend meegegaan verzoek partijen waarde aandelen per oktober bepalen i betrokkenen driemaal toe apart gesprek gegaan partijen j betrokkenen partijen ten onrechte verzocht hen gesprek gaan daarbij doel gesprek aangegeven tevoren duidelijk gemaakt meningen partijen elkaar relevant gesprek zouden besproken k betrokkenen ondanks ervaring eerste gesprek voorgesteld tweede gesprek voeren conceptrapport bespreken naam gesprek gevoerd klager hieraan gestelde voorwaarden geaccepteerd l betrokkenen onvoldoende bedacht druk zijde ex echtgenote advocaat ten gevolge druk ten onrechte prognosecijfers verlangd m betrokkenen geldige reden rapport tijdig gereed gemaakt n betrokkenen problemen tussen partijen ontstonden ontkend daarmee problemen toenemen indruk gewekt chantabel o betrokkenen ex echtgenote advocaat laten verleiden klager apart spreken naam p betrokkenen ondanks eerdere negatieve uitlatingen ex echtgenote klager accountant partijen gesprek gegaan q betrokkenen terwijl wisten slecht ging bedrijf rekening courantschuld jaar flink opgelopen kop zand gestoken teneinde ex echtgenote advocaat tevreden stellen werkzaamheden uitgesteld geweigerd antwoord geven vragen r betrokkenen laten beïnvloeden ex echtgenote advocaat s betrokkenen ten onrechte advocaat klager verantwoordelijk gehouden maken stemming ex echtgenote t betrokkenen ten onrechte accountant klager verantwoordelijk gehouden feit rapport tijd gekomen betrokkenen klager uitgehoord naam terwijl los verzoek ex echtgenote aanleiding v betrokkenen onderzoek gedaan prognosecijfers hiervoor opdracht hadden gekregen geluisterd argumenten waaruit bleek gerechtvaardigd w betrokkenen antwoorden gegeven vragen ex echtgenote vragen klager x betrokkenen rapport geschreven objectief belangen ex echtgenote diende y betrokkenen bereid antwoord geven vragen ex echtgenote vragen klager z betrokkenen ten onrechte geweigerd opheldering geven onduidelijkheden rapport aa betrokkenen ten onrechte actie ondernomen nadat hen bekend geworden discussie ontstaan interpretatie rapport ab betrokkenen klager onder druk gezet factuur betalen ex echtgenote betalingsachterstand hoogte stellen ac opgemaakte urenspecificatie sluit factuur gesprek september toevoeging college gevoerd ad betrokkenen ten onrechte beweerd bedrag,8
94,bedrijf klager uitgeleend terugbetaald ae betrokkenen strijd klager gestelde voorwaarde kosten rekening gebracht betrokkenen overleggen dubbele geschatte kosten rekening gebracht ag klager ten onrechte zeggenschap gehad onvoorziene kosten betrokkenen moeten maken verband totstandkoming rapport ah betrokkenen ten onrechte artikel algemeen dagblad ad gebruikt suggereren eigenlijk goed moeten gaan bedrijf ten onrechte meegegaan hoge verwachtingen ex echtgenote waarde bedrijf vervolgens slechte resultaten tegenover stellen ai betrokkenen aanspreekbaar gedrag vijandig kleinerend gedragen ten opzichte klager aj betrokkenen misbruik gemaakt afhankelijkheidspositie klager gezamenlijke opdracht ak betrokkenen ten onrechte bereid deel kosten crediteren klager vel been halen betrokkenen interne klacht klager ingediend onzorgvuldig behandeld,8
94,bestreden uitspraak accountantskamer alle klachtonderdelen ongegrond verklaard beoordeling geschil hoger beroep,0
94,appellant komt hoger beroep ongegrondverklaring hiervoor onder,1
94,weergegeven klachtonderdelen,8
94,college hierna hogerberoepsgronden inhoudelijk samenhangen gezamenlijk behandelen hieronder bespreken hogerberoepsgronden zien wijze waarop accountantskamer volgens appellant bestreden uitspraak geformuleerd,0
94,appellant hoger beroep aangevoerd bestreden uitspraak blijken accountantskamer mening appellant verantwoordelijk vele conflicten ontstaan betrokkenen hierbij professionele gedragscodes zouden hoeven houden uitspraak blijken accountantskamer klachten appellant serieus neemt voorts appellant oneens wijze waarop accountantskamer uitspraak feiten gepresenteerd,1
94,college overweegt appellant hogerberoepsgronden concreet benoemt welke overwegingen uitspraak voren komt accountantskamer appellant verantwoordelijk houden ontstane conflicten tussen partijen mening betrokkenen gedragscodes zouden behoeven houden evenmin motiveert appellant waaruit valt herleiden accountantskamer klachten serieus genomen college oordeel één ander bestreden uitspraak blijkt ten aanzien algemene punt appellant wijze waarop accountantskamer uitspraak feiten gepresenteerd geeft appellant weliswaar lijst veertien punten feiten omstandigheden maakt daarbij concreet waaruit blijken accountantskamer zouden genegeerd verkeerd zouden weergegeven uitspraak accountantskamer relevant college gaat voorbij hieronder bespreken hogerberoepsgronden zien aanloop totstandkoming rapport februari,0
94,appellant hoger beroep betoogd naam moeten realiseren tussen partijen hoogoplopend conflict gaande daarbij onpartijdig moeten opstellen maatregelen moeten nemen verdere conflicten voorkomen echter oren laten hangen wensen ex echtgenote appellant naam appellant ten onrechte gevraagd prognosecijfers bedrijf toestand naam terwijl opdracht behoorde alleen gebeurde ex echtgenote wenste verder naam volgens appellant ten onrechte aparte gesprekken gevoerd partijen strijd transparantie neutraliteit naam kantoorgenoot naam moeten inschakelen proces gaten houden aldus appellant,2
94,college overweegt gelijk accountantskamer gedaan gebleken naam manier waarop problemen tussen partijen omgegaan gehandeld strijd fundamentele beginsel objectiviteit fundamentele beginsel integriteit evenmin gebleken naam teveel laten beïnvloeden ex echtgenote appellant advocaat naam strijd transparantie neutraliteit gehandeld aparte gesprekken voeren partijen valt evenmin zien appellant immers eerder aangegeven ex echtgenote tafel willen zitten hoogte separate gesprekken vervolgens deelgenomen ten aanzien verwijt naam appellant ten onrechte gevraagd prognosecijfers toestand naam terwijl opdracht behoorde alleen gebeurde ex echtgenote wenste college accountantskamer oordeel vragen degelijk vallen binnen uitvoering opdracht naam via holding naam appellant immers aandeelhouder naam opdracht naam hield beide partijen informeren omtrent waarde naam inclusief deelnemingen ten aanzien verwijt appellant naam naam eerder moeten ingeschakeld proces gaten houden oordeelt college uitbreiding klacht betreft dergelijke uitbreiding volgens vaste jurisprudentie geoorloofd kader hoger beroep beslissing accountantskamer zie uitspraak college december ecli nl cbb college nieuwe argument daarom buiten beschouwing laten ten overvloede stelt college nogmaals vast litigieuze opdracht appellant ex echtgenote destijds alleen naam verstrekt hieronder bespreken hogerberoepsgronden zien inhoud eindrapport februari,2
94,appellant hoger beroep aangevoerd rapport ten onrechte duidelijkheid geeft gaan rekening courantschuld naam waardoor verdeling kader echtscheiding steeds plaatsgevonden nieuw juridisch probleem ontstaan naam ex echtgenote appellant duidelijk moeten maken rekening courantschuld moeten accepteren moment waardebepaling aandelen bv rapport ten onrechte gesteld oktober naam echter nadere afspraken nooit waarde aandelen per datum mogen bepalen appellant toegestaan naam verantwoordelijk feit ten aanzien aandelen rekening courantschuld geschil immer opgelost naam duidelijke afspraken moeten maken voorkomen verdere juridische geschillen zouden ontstaan interpretatie cijfers voorts kwam rapport laat stand terwijl naam benodigde stukken juli bezit naam rapport laat uitbracht procedure rechtbank ingebracht hetgeen voordeel ex echtgenote appellant verder vermeldt rapport ten onrechte appellant naam gezegd lening,2
94,mevrouw naam terugbetaald terwijl geval rapport verwijst voorts artikel ad hieruit blijkt naam laten leiden ex echtgenote appellant rapport ten slotte ten onrechte opgenomen redenen waarom bedrijf naam slecht liep onder veroorzaakt overspannenheid directeuren aldus appellant,2
94,verwijt appellant rapport duidelijkheid geeft gaan verdeling rekening courantschuld bv gaat oordeel college voorbij oplossen specifieke twistpunt tussen partijen naam verstrekte opdracht behoorde diens taak opdracht echtscheidings geschil tussen appellant ex echtgenote einde brengen partijen uitkomen civiele rechter college overweegt verband volgens bewoordingen opdracht taak naam behoorde partijen informeren omtrent waarde naam inclusief deelnemingen per oktober rapport februari p wordt derhalve terecht opgemerkt onderzoek uitgevoerd waarderingsdatum oktober ten aanzien betoog appellant rapport laat stand gekomen waardoor volgens appellant procedure rechtbank ingebracht college accountantskamer oordeel appellant concept jaarrekening eerst juli aangeleverd concept rapport september voorgelegd partijen waarop dezen konden reageren alvorens definitieve versie stand kwam februari naam valt verwijten rapport gereed geplande datum april betreft opmerking rapport lening,1
94,huidige partner mevrouw naam appellant terugbetaald accountantskamer terecht geoordeeld naam daarbij opgemerkt mondeling medegedeeld juistheid hiervan nader gecontroleerd gezegd naam hiermee gehandeld strijd enig fundamenteel beginsel ten aanzien gebruikmaking rapport p citaat artikel ad juni college oordeel naam hieraan conclusies verbonden hiermee alleen willen illustreren onderneming kennelijk profiteren positieve ontwikkelingen genoemd artikel valt zien hiermee naam gehandeld strijd fundamentele beginselen appellant stelt rapport ten onrechte opgenomen reden waarom bedrijf slecht liep onder veroorzaakt overspannenheid directeuren college oordeel nieuw klachtonderdeel betreft college daarom verder buiten beschouwing laten hieronder bespreken hogerberoepsgronden zien rekening gebrachte kosten declaraties,2
94,appellant betoogt kosten rapport hoog uitgevallen waardoor kosten advocaat accountant hand gelopen ten onrechte tevoren vast bedrag opdracht afgesproken feit naam per uur betaald wilde leidde problemen ex echtgenote appellant steeds weer nieuwe onderzoeksvragen kwam verder ten onrechte reiskosten rekening gebracht terwijl eerder nooit gebeurde appellant beschouwt pesten kosten gesprek tussen naam ex echtgenote ten onrechte deels appellant rekening gebracht terwijl naam later deel kosten gesprek gecrediteerd,1
94,college overweegt geschil tussen naam enerzijds appellant ex echtgenote anderzijds opdracht overeengekomen appellant werkzaamheden maandelijks factureren basis bestede tijd uurtarief daarbij maximum genoemd afgesproken partijen ieder kosten zouden dragen verwijt ten onrechte tevoren vast bedrag opdracht afgesproken snijdt los feit nieuw klachtonderdeel betreft hout kosten opdracht volgens appellant hoog uitgevallen naam verweten gesteld noch gebleken laatstgenoemde ten onrechte werkzaamheden anders grond overeengekomen uurtarief gedeclareerd evenmin naam verantwoordelijk gehouden kosten advocaat appellant appellant ten onrechte reiskosten ten bedrage rekening gebracht terwijl eerder nooit gebeurde komt zoals accountantskamer terecht oordeelt overeen geldende algemene leveringsvoorwaarden zoals naam zowel appellant ex echtgenote opdrachtbevestiging overgelegd voorts gebleken naam kosten gesprek tussen naam ex echtgenote uiteindelijk appellant rekening gebracht gecrediteerd appellant aangeven hierdoor benadeeld welke grond naam hiervan verwijt maakt hieronder bespreken hogerberoepsgronden zien periode totstandkoming rapport,1
94,appellant stelt standpunt naam vijandig opgesteld tegenover appellant gang zaken beklaagd appellant voelt gek verklaard ziet vorm psychische mishandeling naam adequaat omgegaan klachten appellant naam beurt interne klacht appellant naam serieus genomen vijandig opgesteld gesprek klacht,1
94,naam vijandig opgesteld tegenover appellant gek verklaard appellant nader onderbouwd wordt oordeel college ondersteund beschikbare stukken gebleken naam adequaat omgegaan klachten appellant geschil naam bereid appellant spreken diens interne klacht kantoorgenoot naam gebleken naam vijandig opgesteld gesprek klacht,2
94,slotsom hoger beroep ongegrond beslissing hoger beroep berust mede hoofdstuk v wet tuchtrechtspraak accountants,8
95,overwegingen periode maart augustus appellant subsidieaanvragen ingediend warmtepompen verschillende woningen groningen enschede verweerder aanvragen afgewezen aanvragen betrekking warmtepompen woningen appellant verhuurt betekent sprake zakelijke aanvraag daarvoor gelden voorwaarden aanvraag warmtepomp eigen woning artikel tweede lid artikel eerste lid onder c kaderbesluit nationale ez subsidies volgt geval zakelijke aanvraag koopovereenkomst warmtepomp mag aangegaan voordat aanvraag ingediend voorwaarde voldaan daarom verweerder aanvragen afgewezen appellant betwist voorwaarden subsidieverlening voldoet beroep beperkt beroep vertrouwensbeginsel appellant verwijst e mailcorrespondentie verschillende medewerkers verweerder waarin steun gezien keuze aanvragen zakelijk merken verzoekt college subsidies alsnog verlenen,1
95,verweerder meent beroep appellant vertrouwensbeginsel slaagt sprake concrete ondubbelzinnige toezegging geval beroep vertrouwensbeginsel slaagt verweerder erop gewezen geval wordt voldaan vereisten stimulerend effect bedoeld artikel algemene groepsvrijstellingsverordening honorering vertrouwensbeginsel aanspraak opleveren strijd bepaling gemeenschapsrecht,1
95,geslaagd beroep vertrouwensbeginsel allereerst vereist sprake concrete ondubbelzinnige toezegging college oordeel geval sprake appellant terecht opgemerkt e mails verweerder medewerker appellant juli september blijkt verweerder bekend meerdere aanvragen ingediend particulier e mail juli blijkt echter verweerder moment appellant liet weten mogelijk juist e mail noch september verweerder concrete toezegging gedaan aanvragen appellant positief beslist e mailwisseling tussen verweerder adviseur subvention juli gaat aanvragen appellant zodat rechten ontlenen beroep vertrouwensbeginsel slaagt,1
95,beroep ongegrond,8
95,proceskostenveroordeling bestaat aanleiding,3
96,overwegingen,5
96,verweerder appellanten subsidie verleend grond besluit stimulering duurzame energieproductie sde opwekken duurzame energie productie energie vindt plaats co vergisten dierlijke mest producten co producten,8
96,nederlandse voedsel warenautoriteit nvwa onderzoek gedaan naleving subsidievoorwaarden appellanten geconstateerd appellanten gedurende verschillende periodes toegestaan co product namelijk papierslib gebruikt vergistingsinstallaties,8
96,energie geproduceerd toegestaan co product voldoet voorwaarden subsidieregeling verweerder daarom betaalde subsidievoorschotten periodes waarin papierslib installaties aanwezig gedeeltelijk teruggevorderd verweerder geconcludeerd opgewekte energie subsidiabel onder technologie allesvergisting daarom ervoor gekozen bepalen hoogte terugvordering gaan verschil tussen tarief co vergisting tarief allesvergisting periodes appellanten vergistingsinstallaties papierslib gebruikt,8
